Player,Tm,Salary,Cap Hit,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH,Pos_C,Pos_D,Pos_LW,Pos_RW,,,
Bryan Rust,PIT,3500000,3500000,29,48,22,34,56,13,12,6.5,13,9,0,1,22,12,0,156,14.1,909,19,31,1,5,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Tyson Barrie,EDM,3500000,4500000,30,61,6,29,35,3,18,4.8,3,3,0,0,13,15,1,126,4.8,1168,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Nikita Kucherov,TBL,3500000,9500000,28,33,12,31,43,-7,16,4,7,5,0,0,17,14,0,116,10.3,661,7,23,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,
Jesper Bratt,NJD,3450000,2750000,23,64,22,43,65,1,16,6.7,19,3,0,6,28,15,0,178,12.4,1112,24,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
David Perron,STL,3412500,4000000,33,54,23,24,47,10,42,5.4,14,9,0,2,13,11,0,145,15.9,921,10,70,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,
Patrice Bergeron,BOS,3375000,6875000,36,60,18,34,52,20,26,5.8,10,8,0,3,18,14,2,238,7.6,1096,38,68,832,499,62.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Hampus Lindholm,BOS,3375000,2602778,28,44,3.333333333,13.33333333,16.66666667,2.666666667,29.33333333,3.4,2.666666667,0.666666667,0,0.666666667,10,2.666666667,0.666666667,86.66666667,2.666666667,992.6666667,55.33333333,42.66666667,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Mark Giordano,TOR,3375000,3375000,38,40.66666667,4.666666667,12.66666667,17.33333333,-12.66666667,31.33333333,2.066666667,3.333333333,0,1.333333333,0,6.666666667,6,0,84.66666667,11.8,867.3333333,76.66666667,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0.333333333,0,0,0,0,0,1,0,0,,,
Olli Maatta,LAK,3333361,3333225,27,56,1,6,7,17,10,3.1,1,0,0,0,6,0,0,56,1.8,1028,82,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Anthony Cirelli,TBL,3300000,4800000,24,63,15,23,38,17,64,3.8,11,3,1,3,18,5,0,124,12.1,1184,59,66,373,421,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,
Mikhail Sergachev,TBL,3300000,4800000,23,64,6,27,33,12,46,5.9,5,1,0,1,21,5,1,123,4.9,1447,102,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,
Jonathan Huberdeau,FLA,3300000,5900000,28,69,24,73,97,27,42,9.8,17,4,3,4,45,26,2,188,12.8,1332,25,87,16,35,31.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Victor Olofsson,BUF,3250000,3050000,26,60,15,20,35,-20,6,2.8,11,4,0,5,17,3,0,137,10.9,924,15,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Will Butcher,BUF,3100000,2822764,27,35,2,6,8,-10,0,0.9,2,0,0,0,4,2,0,34,5.9,583,30,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Tom Wilson,WSH,3100000,5166666,27,65,21,26,47,9,85,5.1,15,4,2,4,19,6,1,125,16.8,1229,41,195,19,21,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,
Chandler Stephenson,VEG,3025000,2750000,27,68,17,37,54,2,26,4.9,13,3,1,3,28,8,1,102,16.7,1317,40,59,536,510,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,
Pavel Zacha,NJD,3000000,2250000,24,57,13,15,28,-17,14,1.8,9,4,0,1,11,4,0,122,10.7,955,16,65,132,131,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ryan Graves,NJD,3000000,3166667,26,64,6,21,27,-13,24,3.6,6,0,0,0,21,0,0,101,5.9,1325,115,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Joel Eriksson Ek,MIN,3000000,5250000,25,63,21,19,40,16,24,4,11,10,0,3,15,4,0,183,11.5,1172,37,118,567,654,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Loui Eriksson,ARI,3000000,6000000,36,60,2,15,17,-12,6,0.1,1,0,1,0,14,1,0,66,3,759,15,11,14,9,60.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Radek Faksa,DAL,3000000,3250000,28,63,4,11,15,-17,46,-0.3,3,1,0,0,11,0,0,72,5.6,999,58,108,312,264,54.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Roope Hintz,DAL,3000000,3150000,25,66,30,28,58,18,20,7.4,21,7,2,6,14,13,1,178,16.9,1186,40,66,283,259,52.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Ryan Getzlaf,ANA,3000000,3000000,36,49,3,28,31,-11,23,1.6,1,2,0,1,20,8,0,95,3.2,918,49,78,479,420,53.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Elias Pettersson,VAN,3000000,7350000,23,68,22,27,49,-2,12,5,12,8,2,3,15,12,0,146,15.1,1246,38,40,212,273,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,
Jake McCabe,CHI,3000000,4000000,28,63,3,15,18,-23,21,2,3,0,0,0,15,0,0,64,4.7,1283,143,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Dylan DeMelo,WPG,3000000,3000000,28,64,1,10,11,5,26,2.4,0,0,1,0,9,0,1,63,1.6,1146,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,
Rasmus Dahlin,BUF,3000000,6000000,21,68,9,34,43,-20,58,5.4,7,2,0,2,19,15,0,146,6.2,1629,76,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Evgeny Kuznetsov,WSH,3000000,7800000,29,66,22,44,66,6,30,6.8,12,8,2,4,27,15,2,174,12.6,1365,22,32,430,556,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
T.J. Oshie,WSH,3000000,5750000,35,31,8,12,20,-10,10,1.5,5,3,0,1,7,4,1,47,17,545,18,59,57,70,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
Lars Eller,WSH,3000000,3500000,32,59,9,14,23,-9,28,1.3,9,0,0,1,12,2,0,86,10.5,964,31,74,420,425,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,
John Carlson,WSH,3000000,8000000,32,65,11,44,55,8,18,8.5,7,4,0,1,26,15,3,156,7.1,1548,90,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Craig Smith,BOS,3000000,3100000,32,60,15,16,31,4,28,3.2,15,0,0,1,13,3,0,155,9.7,869,23,79,2,8,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Sam Reinhart,FLA,3000000,6500000,26,66,24,41,65,24,13,6.9,14,10,0,4,27,12,2,163,14.7,1166,27,44,156,162,49.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
MacKenzie Weegar,FLA,3000000,3250000,28,69,7,31,38,37,65,6.8,5,1,1,2,29,1,1,172,4.1,1631,141,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Morgan Rielly,TOR,3000000,5000000,27,68,9,49,58,11,32,8.1,7,2,0,3,27,19,3,186,4.8,1631,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,
Denis Gurianov,DAL,2900000,2550000,24,63,11,19,30,4,16,2.8,7,4,0,2,16,3,0,131,8.4,902,29,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Ian Cole,CAR,2900000,2900000,32,65,2,16,18,13,72,4.1,2,0,0,1,15,0,1,69,2.9,1118,86,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Patrick Kane,CHI,2900000,10500000,33,66,22,58,80,-16,16,7.2,14,8,0,2,38,20,0,246,8.9,1428,21,11,4,4,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Jonathan Toews,CHI,2900000,10500000,33,59,10,19,29,-10,33,1.9,6,3,1,1,16,3,0,106,9.4,1036,17,20,641,462,58.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Blake Coleman,CGY,2900000,4900000,30,67,13,16,29,13,50,2.8,12,0,1,1,15,0,1,183,7.1,1014,41,132,2,16,11.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
David Savard,MTL,2800000,3500000,31,49,3,10,13,-16,30,1.2,3,0,0,0,9,0,1,51,5.9,1020,106,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Valeri Nichushkin,COL,2800000,2500000,26,51,19,21,40,19,12,4.6,12,5,2,5,17,4,0,141,13.5,950,24,75,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Travis Hamonic,OTT,2750000,3000000,31,19.33333333,2,2.666666667,4.666666667,3.333333333,5.333333333,1.333333333,2,0,0,0,2.666666667,0,0,39.33333333,3.666666667,353.3333333,42,31.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,1,0,0,,,
Tomas Tatar,NJD,2750000,4500000,31,66,13,14,27,-14,16,1.8,11,2,0,0,11,3,0,121,10.7,971,24,62,14,23,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Pius Suter,DET,2750000,3250000,25,69,13,16,29,-19,18,1.5,12,0,1,2,13,3,0,140,9.3,1159,31,21,426,417,50.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Filip Hronek,DET,2700000,4400000,24,65,5,30,35,-27,30,3.1,3,2,0,0,26,4,0,112,4.5,1433,70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Alexander Radulov,DAL,2650000,6250000,35,61,4,17,21,-16,28,0.5,3,1,0,2,11,6,0,86,4.7,886,47,38,9,10,47.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Jordan Greenway,MIN,2600000,2100000,24,55,8,14,22,23,65,2.1,7,1,0,3,14,0,0,96,8.3,802,26,137,17,28,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Frank Vatrano,NYR,2600000,2533333,27,39.33333333,10,7.333333333,17.33333333,2,10.66666667,1.666666667,9.333333333,0.666666667,0,1.333333333,6.666666667,0.666666667,0,86.66666667,13.66666667,502.3333333,15.33333333,37.33333333,8,8.666666667,62.96666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,,,
Oskar Lindblom,PHI,2600000,3000000,25,67,11,13,24,-4,22,1.9,11,0,0,1,12,1,0,111,9.9,952,45,67,7,12,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Vladislav Gavrikov,CBJ,2550000,2800000,26,67,5,25,30,-1,48,4.1,5,0,0,1,25,0,0,81,6.2,1477,118,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Drake Batherson,OTT,2500000,4975000,23,35,13,23,36,1,20,4,11,2,0,0,13,10,0,85,15.3,661,12,74,14,13,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Joel Edmundson,MTL,2500000,3500000,28,11,1,1,2,-3,12,0.3,1,0,0,0,1,0,0,12,8.3,219,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Ethan Bear,CAR,2500000,2000000,24,51,4,9,13,5,18,2.9,4,0,0,2,8,1,0,85,4.7,822,38,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jack Roslovic,CBJ,2500000,1838362,25,68,12,20,32,-1,8,2.6,11,1,0,1,18,2,0,98,12.2,897,20,48,290,371,43.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Tanner Pearson,VAN,2500000,3250000,29,66,13,20,33,7,30,3.1,12,1,0,2,18,2,0,155,8.4,1073,41,83,20,37,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,
Adrian Kempe,LAK,2500000,2000000,25,68,29,16,45,-4,40,5.4,22,4,3,7,8,8,0,201,14.4,1256,22,90,23,21,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Adam Lowry,WPG,2500000,3250000,28,67,11,7,18,3,52,1.2,8,0,3,0,3,2,2,89,12.4,1029,34,205,457,411,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,
Cody Eakin,BUF,2500000,2250000,30,65,4,8,12,-11,20,-0.2,3,1,0,1,6,1,1,72,5.6,882,27,32,448,356,55.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Nick Jensen,WSH,2500000,2500000,31,63,5,13,18,24,21,5.1,5,0,0,1,13,0,0,70,7.1,1210,79,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Cal Clutterbuck,NYI,2500000,3500000,34,59,6,9,15,-6,10,0.6,5,0,1,1,9,0,0,74,8.1,828,23,229,11,4,73.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Casey Cizikas,NYI,2500000,2500000,30,61,9,5,14,-1,42,1,9,0,0,3,5,0,0,72,12.5,840,38,117,445,356,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Zack Kassian,EDM,2500000,3200000,31,46,5,11,16,-1,47,1,3,2,0,1,11,0,0,48,10.4,560,6,133,2,3,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Brad Marchand,BOS,2500000,6125000,33,57,31,40,71,12,81,8.6,22,7,2,6,21,19,0,196,15.8,1094,17,64,10,17,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Brandon Carlo,BOS,2500000,4100000,25,66,5,9,14,6,27,3.7,5,0,0,0,8,1,0,114,4.4,1304,92,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Radko Gudas,FLA,2500000,2500000,31,67,2,12,14,26,92,3.2,2,0,0,0,12,0,0,91,2.2,1227,104,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
William Nylander,TOR,2500000,6962366,25,68,26,38,64,-15,12,5.9,16,10,0,5,22,16,0,217,12,1240,24,16,20,19,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,
Rickard Rakell,PIT,2470000,2463139,28,38.66666667,12.66666667,9.333333333,22,-5.333333333,5.333333333,2.133333333,9.333333333,3.333333333,0,0.666666667,6,3.333333333,0,101.3333333,14.36666667,699,26.66666667,48.66666667,23.33333333,28.66666667,46.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,,,
Andrew Mangiapane,CGY,2450000,2425000,25,68,30,15,45,17,30,6.1,21,7,2,7,12,2,1,158,19,1078,30,58,21,25,45.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Jordan Kyrou,STL,2400000,2800000,23,61,22,40,62,8,18,6.5,18,4,0,3,28,11,1,149,14.8,1017,20,4,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
Robert Thomas,STL,2400000,2800000,22,58,15,42,57,7,12,5.2,12,1,2,4,32,9,1,87,17.2,1095,18,13,453,444,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
Dante Fabbro,NSH,2400000,2400000,23,53,1,17,18,16,22,3.7,1,0,0,0,17,0,0,69,1.4,1014,76,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Casey Mittelstadt,BUF,2400000,2500000,23,28,3,11,14,-13,2,0.5,2,1,0,0,6,5,0,54,5.6,450,10,9,146,177,45.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Henri Jokiharju,BUF,2400000,2500000,22,48,3,12,15,-4,16,2.6,3,0,0,0,10,2,0,61,4.9,1047,47,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Luke Kunin,NSH,2300000,2300000,24,68,12,8,20,-6,61,1.2,12,0,0,0,6,2,0,109,11,976,47,202,33,50,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Dmitry Kulikov,MIN,2250000,2250000,31,66,5,16,21,15,33,3.7,5,0,0,1,16,0,0,53,9.4,1173,80,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Erik Haula,BOS,2250000,2375000,30,65,12,23,35,12,41,3.5,10,2,0,2,21,2,0,115,10.4,965,31,107,335,316,51.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Josh Manson,COL,2225000,2050000,30,36,2.666666667,4,6.666666667,-2,38,1.533333333,2.666666667,0,0,0,4,0,0,49.33333333,4,691.6666667,36.66666667,97.33333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Tyler Pitlick,MTL,2200000,1750000,30,19.33333333,0,2,2,-2.666666667,1.333333333,-0.266666667,0,0,0,0,2,0,0,14.66666667,0,212,10.66666667,40,0.666666667,2.666666667,15,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Troy Stecher,LAK,2200000,1700000,27,15.33333333,0.666666667,0.666666667,1.333333333,-2.666666667,7.333333333,0.233333333,0.666666667,0,0,0,0.666666667,0,0,26,2.3,246.6666667,18.66666667,19.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Zemgus Girgensons,BUF,2200000,2200000,28,44,10,6,16,-5,25,1.4,7,3,0,1,5,1,0,75,13.3,656,17,70,109,114,48.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Dillon Dube,CGY,2200000,2300000,23,65,10,12,22,-5,18,1.5,9,0,1,0,10,1,1,122,8.2,824,12,66,76,92,45.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ilya Mikheyev,TOR,2190000,1645000,27,39,15,7,22,12,18,3,9,2,4,4,6,1,0,113,13.3,585,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,
Milan Lucic,CGY,2187500,5250000,33,68,10,10,20,-5,73,1.3,8,2,0,0,9,1,0,82,12.2,854,20,165,11,10,52.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Ryan Reaves,NYR,2125000,1750000,35,60,3,8,11,-12,41,0,3,0,0,0,8,0,0,38,7.9,631,11,244,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Marcus Foligno,MIN,2100000,3100000,30,64,20,16,36,22,105,4,16,4,0,3,14,2,0,85,23.5,1067,38,207,10,8,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Warren Foegele,EDM,2100000,2750000,25,70,9,14,23,-11,22,1,7,2,0,3,13,1,0,119,7.6,900,14,108,12,15,44.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
