Player,Tm,Salary,Cap Hit,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH,Pos_C,Pos_D,Pos_LW,Pos_RW,,,
Ben Chiarot,FLA,1250000,1750000,30,40.66666667,5.333333333,9.333333333,14.66666667,-13.33333333,29.33333333,1.666666667,4.666666667,0.666666667,0,0.666666667,8,0.666666667,0.666666667,79.33333333,6.1,944,69.33333333,85.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Pierre Engvall,TOR,1250000,1250000,25,64,12,13,25,4,24,2.2,9,1,2,3,10,2,1,126,9.5,822,11,51,25,39,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,
Nicolas Aube-Kubel,COL,1225000,1075000,25,41.33333333,5.333333333,6,11.33333333,4,28.66666667,1.033333333,5.333333333,0,0,0.666666667,6,0,0,50,7.6,393.3333333,8,76,2,5.333333333,27.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,,,
Victor Mete,OTT,1200000,1200000,23,34,0,7,7,-18,4,0,0,0,0,0,6,1,0,22,0,509,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jay Beagle,ARI,1200000,3000000,36,26,1,0,1,-11,27,-0.8,1,0,0,0,0,0,0,15,6.7,364,14,41,228,146,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Kailer Yamamoto,EDM,1175000,1175000,23,69,18,17,35,-4,36,2.9,14,3,1,4,14,2,1,98,18.4,1163,30,89,2,4,33.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Artturi Lehkonen,COL,1150000,1150000,26,40.66666667,8.666666667,10.66666667,19.33333333,0,9.333333333,1.8,6.666666667,0.666666667,1.333333333,0.666666667,10.66666667,0,0,80,7.533333333,601.3333333,17.33333333,42,5.333333333,10,34.8,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,,,
Christian Fischer,ARI,1125875,1000000,24,53,5,5,10,-15,14,-0.3,4,1,0,0,5,0,0,76,6.6,695,22,91,76,147,34.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Dylan Gambrell,OTT,1100000,1100000,25,50,2,3,5,-4,8,-0.3,1,0,1,0,3,0,0,44,4.5,584,32,78,213,234,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ryan Hartman,MIN,1100000,1700000,27,68,27,26,53,27,69,6.2,26,1,0,6,21,5,0,202,13.4,1242,36,62,419,529,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Michael Raffl,DAL,1100000,1100000,33,62,6,9,15,-12,14,0.3,6,0,0,1,7,0,2,81,7.4,898,28,104,12,8,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
William Carrier,VEG,1100000,1400000,27,59,7,11,18,9,34,1.7,7,0,0,0,11,0,0,108,6.5,683,23,150,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,
Brenden Dillon,WPG,1100000,3900000,31,67,2,17,19,15,63,4.1,2,0,0,0,17,0,0,77,2.6,1281,95,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,
Danton Heinen,PIT,1100000,1100000,26,64,14,13,27,5,14,2.8,11,3,0,1,12,1,0,111,12.6,839,28,61,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Brett Kulak,EDM,1100000,925000,28,41.33333333,2.666666667,8.666666667,11.33333333,-2,23.33333333,1.833333333,2.666666667,0,0,0,8,0,0.666666667,47.33333333,7.633333333,741.3333333,35.33333333,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Carter Verhaeghe,FLA,1100000,1000000,26,68,21,30,51,25,44,5.5,21,0,0,4,27,3,0,141,14.9,1096,14,40,15,7,68.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jonas Siegenthaler,NJD,1050000,1125000,24,68,1,13,14,-5,42,2.5,1,0,0,0,12,0,1,89,1.1,1408,104,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Vinnie Hinostroza,BUF,1050000,1050000,27,50,11,12,23,-9,18,2,10,1,0,1,12,0,0,76,14.5,702,9,20,11,13,45.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Frederick Gaudreau,MIN,1000000,1200000,28,62,10,22,32,9,8,2.3,9,1,0,3,20,1,1,106,9.4,1008,39,41,357,369,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Nicolas Deslauriers,MIN,1000000,1000000,30,46,4.666666667,3.333333333,8,-5.333333333,63.33333333,0.266666667,4,0,0.666666667,0.666666667,3.333333333,0,0,52,16.4,526.6666667,26.66666667,156,0.666666667,2,25,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,,,
Shayne Gostisbehere,ARI,1000000,4500000,28,69,11,32,43,-12,20,5.9,9,2,0,1,18,14,0,136,8.1,1532,99,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Darren Helm,COL,1000000,1000000,35,56,6,5,11,-2,10,0.5,5,0,1,0,4,0,1,78,7.7,577,21,94,65,85,43.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jamie Benn,DAL,1000000,9500000,32,68,17,23,40,-4,74,3.7,14,2,1,2,16,7,0,159,10.7,1138,49,128,419,342,55.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Ryan Suter,DAL,1000000,3650000,37,68,6,21,27,-3,30,5.1,3,3,0,0,13,8,0,104,5.8,1602,77,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jani Hakanpaa,DAL,1000000,1500000,29,66,3,6,9,3,43,2.8,3,0,0,0,6,0,0,56,5.4,1078,96,204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Anthony DeAngelo,CAR,1000000,1000000,26,51,10,35,45,27,50,8.4,8,2,0,2,19,16,0,117,8.5,1002,46,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Nolan Patrick,VEG,1000000,1200000,23,25,2,5,7,1,6,0.4,2,0,0,0,4,1,0,34,5.9,288,3,26,83,89,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,
Michael Rasmussen,DET,1000000,1460000,22,67,10,11,21,-27,46,0.5,10,0,0,1,9,2,0,103,9.7,954,54,103,353,358,49.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Artemi Panarin,NYR,1000000,11642857,30,65,19,63,82,12,18,8.3,14,5,0,5,35,28,0,157,12.1,1264,13,20,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Alex Ovechkin,WSH,1000000,9500000,36,67,42,37,79,2,18,9.8,27,14,1,5,25,12,0,297,14.1,1411,20,124,4,8,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,
Michal Kempny,WSH,1000000,2500000,31,15,1,1,2,-3,16,0.3,1,0,0,0,1,0,0,10,10,238,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Jeff Carter,PIT,1000000,2636364,37,64,16,21,37,-1,32,3.2,13,2,1,2,18,3,0,173,9.2,1140,37,88,536,414,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Evan Rodrigues,PIT,1000000,1000000,28,70,17,23,40,3,10,3.7,10,7,0,2,22,1,0,204,8.3,1163,28,75,169,186,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ross Johnston,NYI,1000000,1000000,27,21,1,5,6,2,23,0.5,1,0,0,0,5,0,0,5,20,213,9,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Connor McDavid,EDM,1000000,12500000,25,69,40,65,105,21,41,12,31,9,0,8,34,30,1,278,14.4,1530,23,63,474,409,53.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Steven Stamkos,TBL,1000000,8500000,31,67,32,44,76,12,26,8.8,20,12,0,8,30,14,0,195,16.4,1249,25,78,466,445,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,
Brandon Hagel,TBL,1000000,1500000,23,42,15.33333333,10.66666667,26,-9.333333333,16.66666667,2.6,12,2.666666667,0.666666667,2,8.666666667,1.333333333,0.666666667,68.66666667,22.26666667,706.6666667,16.66666667,30.66666667,9.333333333,13.33333333,48.86666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,1,0,,,
Ross Colton,TBL,1000000,1125000,25,65,14,16,30,3,18,3,14,0,0,3,12,4,0,122,11.5,822,29,120,280,256,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,
Calle Jarnkrok,CGY,1000000,1000000,30,37.33333333,8,10.66666667,18.66666667,-9.333333333,2.666666667,1.366666667,6.666666667,1.333333333,0,0.666666667,8,2.666666667,0,62,9.166666667,615.3333333,10,23.33333333,123.3333333,116.6666667,52.46666667,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Ryan O'Reilly,STL,1000000,7500000,30,64,16,29,45,12,8,4.1,8,8,0,0,25,4,0,142,11.3,1245,31,18,751,582,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,
Matthew Benning ,NSH,1000000,1000000,27,56,0,11,11,-17,35,0.5,0,0,0,0,11,0,0,55,0,927,58,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Patrick Maroon,TBL,1000000,900000,33,67,9,13,22,14,97,2.1,6,3,0,0,11,2,0,88,10.2,840,7,131,11,13,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,
Adam Gaudette,OTT,997500,997500,25,29.33333333,3.333333333,6,9.333333333,-6.666666667,10,0.533333333,2,1.333333333,0,0.666666667,6,0,0,52,7.433333333,340.6666667,6,38.66666667,27.33333333,39.33333333,40.7,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
Eric Robinson,CBJ,975000,975000,26,54,8,14,22,1,12,1.6,7,0,1,1,14,0,0,73,11,745,17,73,2,1,66.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Maxim Mamin,FLA,975000,975000,27,33,5,5,10,9,11,0.9,5,0,0,0,5,0,0,37,13.5,389,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Michael McLeod,NJD,950000,975000,23,64,6,9,15,-16,44,0,6,0,0,0,8,0,1,72,8.3,882,28,117,530,398,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Mathieu Perreault,MTL,950000,950000,34,20,3,3,6,4,4,0.7,3,0,0,0,3,0,0,21,14.3,229,8,22,33,34,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Anthony Stolarz,ANA,950000,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack MacEwen,PHI,950000,825000,25,66,2,5,7,-14,101,-0.6,2,0,0,1,5,0,0,71,2.8,634,32,139,13,16,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Trent Frederic,BOS,950000,1050000,23,48,5,10,15,10,47,1.4,5,0,0,1,10,0,0,75,6.7,566,17,93,34,52,39.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Cam York,PHI,925000,880833,21,26,3,6,9,-10,4,0.9,2,1,0,0,3,3,0,23,13,486,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Rem Pitlick,MTL,917831,917831,24,35.33333333,8.666666667,12.66666667,21.33333333,-0.666666667,13.33333333,2.033333333,8,0,0.666666667,0.666666667,12,0.666666667,0,36,29.13333333,514,17.33333333,13.33333333,30.66666667,36.66666667,54.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,,,
John Tavares,TOR,910000,11000000,31,67,24,41,65,-4,28,6.3,15,9,0,2,29,12,0,206,11.7,1208,36,71,686,444,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,
Tyler Ennis,OTT,900000,900000,32,57,8,16,24,-6,16,2,7,1,0,1,13,3,0,89,9,715,24,70,20,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Nick Bjugstad,MIN,900000,900000,29,43,5,6,11,-4,12,0.5,5,0,0,0,6,0,0,62,8.1,419,12,67,99,78,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jordie Benn,MIN,900000,900000,34,29,1,3,4,-4,8,0.2,1,0,0,0,3,0,0,25,4,438,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Kurtis MacDermid,COL,900000,875000,27,53,2,3,5,3,72,1.1,2,0,0,0,3,0,0,43,4.7,395,22,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Alexander Barabanov,SJS,900000,1000000,27,60,10,27,37,2,14,3.3,8,2,0,1,21,6,0,88,11.4,1032,35,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,
Joel Kiviranta,DAL,900000,1050000,25,49,1,5,6,-7,10,-0.3,1,0,0,0,5,0,0,49,2,461,20,85,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Jordan Martinook,CAR,900000,1800000,29,46,3,7,10,2,16,0.5,3,0,0,1,7,0,0,54,5.6,515,10,62,12,16,42.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Mackenzie MacEachern,STL,900000,900000,27,11,0,2,2,0,4,0,0,0,0,0,2,0,0,11,0,88,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,
Jeremy Lauzon,NSH,900000,850000,24,39.33333333,1.333333333,3.333333333,4.666666667,-5.333333333,46,0.866666667,1.333333333,0,0,0,3.333333333,0,0,44,5.733333333,708,38.66666667,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,1,0,0,,,
Henrik Borgstrm,CHI,900000,1000000,24,46,4,3,7,-12,20,-0.1,4,0,0,0,2,1,0,38,10.5,502,18,22,82,122,40.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132,0,,
Caleb Jones,CHI,900000,850000,24,45,4,9,13,2,14,2.8,4,0,0,1,8,1,0,47,8.5,750,52,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Mason Appleton,WPG,900000,900000,26,37.33333333,4.666666667,7.333333333,12,-1.333333333,17.33333333,0.8,4.666666667,0,0,1.333333333,7.333333333,0,0,51.33333333,9.666666667,537.6666667,10,33.33333333,4.666666667,8.666666667,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0.333333333,0,1,0,0,0,,,
Mark Pysyk,BUF,900000,900000,30,65,2,9,11,-7,16,2,2,0,0,0,9,0,0,61,3.3,1167,84,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Keith Yandle,PHI,900000,900000,35,67,1,14,15,-39,10,-0.3,0,1,0,0,5,9,0,96,1,961,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Connor Clifton,BOS,900000,1000000,26,49,2,6,8,-3,30,1.6,2,0,0,0,6,0,0,65,3.1,789,51,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Brett Ritchie,CGY,900000,900000,28,32,2,0,2,-3,29,-0.3,2,0,0,0,0,0,0,47,4.3,312,4,53,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Brett Howden,VEG,885000,885000,23,47,9,11,20,9,12,2.4,9,0,0,2,9,0,2,39,23.1,501,36,62,140,151,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,
Sam Steel,ANA,874125,874125,23,58,6,11,17,-11,14,0.8,6,0,0,1,8,3,0,62,9.7,726,26,32,178,166,51.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Isac Lundestrom,ANA,874125,874125,22,69,16,13,29,0,8,2.8,12,0,4,3,13,0,0,75,21.3,1074,50,31,354,428,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Lias Andersson,LAK,874125,874125,23,18,0,1,1,-6,12,-0.4,0,0,0,0,0,1,0,23,0,196,2,21,18,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Libor Hajek,NYR,874125,874125,23,16,0,1,1,-7,8,-0.2,0,0,0,0,1,0,0,12,0,202,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Phil Kessel,ARI,850000,6800000,34,69,7,36,43,-14,38,2.4,5,2,0,0,26,10,0,142,4.9,1152,20,6,2,4,33.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
Kyle Capobianco,ARI,850000,775000,24,33,2,3,5,-3,26,1,1,1,0,1,2,1,0,33,6.1,519,36,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Sam Gagner,DET,850000,850000,32,68,8,16,24,-7,28,1.4,8,0,0,0,15,1,0,111,7.2,901,22,15,130,134,49.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jon Merrill,MIN,850000,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Nieto,SJS,850000,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Norris,OTT,832500,925000,22,52,30,13,43,-9,12,5.6,15,15,0,8,10,3,0,134,22.4,956,39,64,420,403,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Tim Stutzle,OTT,832500,925000,20,67,14,28,42,-27,35,2.9,10,4,0,3,13,15,0,140,10,1214,42,107,145,231,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
Jake Sanderson,OTT,832500,925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Brannstrom,OTT,832500,863333,22,39,0,8,8,-18,24,0.5,0,0,0,0,3,5,0,66,0,757,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Jesper Boqvist,NJD,832500,925000,23,43,6,10,16,-6,8,1.1,6,0,0,0,10,0,0,54,11.1,535,13,25,120,211,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jack Hughes,NJD,832500,925000,20,49,26,30,56,-16,0,5.9,20,6,0,2,22,8,0,165,15.8,959,15,6,122,231,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Dawson Mercer,NJD,832500,894167,20,69,16,24,40,-8,24,3.3,13,2,1,2,20,3,1,130,12.3,1139,30,21,179,328,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Ty Smith,NJD,832500,863333,21,56,3,14,17,-20,14,1.4,3,0,0,0,10,4,0,62,4.8,961,58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Barrett Hayton,ARI,832500,894167,21,47,7,10,17,-2,12,1,6,1,0,1,8,2,0,54,13,734,27,64,322,338,48.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
