Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
659,Drew O'Connor\oconndr01,23,PIT,F,22,3,2,5,-1,4,0.4,3,0,0,0,2,0,0,40,7.5,226,10:17,7,12,18,34,34.6
660,Logan O'Connor\oconnlo01,25,COL,RW,69,6,14,20,12,29,1.1,5,0,1,1,11,0,3,117,5.1,992,14:22,54,83,5,15,25
661,Danny O'Regan\oregada01,28,ANA,C,5,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,0,50,10:03,4,3,11,17,39.3
662,Ryan O'Reilly\oreilry01,30,STL,C,64,16,29,45,12,8,4.1,8,8,0,0,25,4,0,142,11.3,1245,19:27,31,18,751,582,56.3
663,Jordan Oesterle\oestejo01,29,DET,D,39,2,5,7,-5,4,1.1,2,0,0,1,5,0,0,59,3.4,732,18:46,39,19,0,0,
664,Kyle Okposo\okposky01,33,BUF,RW,64,18,23,41,-12,39,3.8,11,6,1,1,17,6,0,157,11.5,1083,16:55,15,51,85,81,51.2
665,Jamie Oleksiak\oleksja01,29,SEA,D,59,1,14,15,4,50,3,1,0,0,0,13,0,1,77,1.3,1132,19:11,65,154,0,0,
666,Mathieu Olivier\olivima01,24,NSH,F,8,0,1,1,-2,12,-0.1,0,0,0,0,1,0,0,3,0,86,10:44,4,17,0,1,0
667,Victor Olofsson\olofsvi01,26,BUF,RW,60,15,20,35,-20,6,2.8,11,4,0,5,17,3,0,137,10.9,924,15:24,15,7,0,0,
668,Dmitry Orlov\orlovdm01,30,WSH,D,65,10,19,29,18,42,6.4,8,2,0,4,18,1,0,107,9.3,1363,20:58,82,114,0,0,
669,T.J. Oshie\oshietj01,35,WSH,C,31,8,12,20,-10,10,1.5,5,3,0,1,7,4,1,47,17,545,17:35,18,59,57,70,44.9
670,Alex Ovechkin\ovechal01,36,WSH,LW,67,42,37,79,2,18,9.8,27,14,1,5,25,12,0,297,14.1,1411,21:04,20,124,4,8,33.3
671,Brayden Pachal\pachabr01,22,VEG,D,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,20,9:46,1,2,0,0,
672,Max Pacioretty\pacioma01,33,VEG,LW,29,15,14,29,6,27,3.8,11,4,0,3,9,5,0,106,14.2,503,17:20,15,23,1,4,20
673,Jean-Gabriel Pageau\pageaje01,29,NYI,C,66,13,20,33,3,28,2.9,9,3,1,0,15,3,2,108,12,1157,17:31,41,142,619,499,55.4
674,Ondrej Palat\palaton01,30,TBL,LW,63,15,22,37,7,18,3.5,14,1,0,5,16,5,1,118,12.7,1059,16:48,34,99,1,11,8.3
675,Kyle Palmieri\palmiky01,30,NYI,RW,55,13,14,27,2,51,2.8,12,1,0,5,12,2,0,120,10.8,853,15:31,17,63,11,25,30.6
676,Artemi Panarin\panarar01,30,NYR,LW,65,19,63,82,12,18,8.3,14,5,0,5,35,28,0,157,12.1,1264,19:26,13,20,1,1,50
677,Richard Panik\panikri01,30,NYI,RW,4,0,1,1,-2,0,-0.1,0,0,0,0,0,1,0,4,0,60,14:55,2,9,1,1,50
678,Cedric Paquette\paquece01,28,MTL,C,24,0,2,2,-6,25,-0.4,0,0,0,0,2,0,0,16,0,213,8:52,14,58,31,73,29.8
679,Colton Parayko\parayco01,28,STL,D,66,6,21,27,8,14,4.6,6,0,0,2,20,1,0,116,5.2,1588,24:04:00,148,69,0,0,
680,Zach Parise\parisza01,37,NYI,LW,68,11,17,28,3,20,2.4,9,1,1,3,12,5,0,112,9.8,1028,15:07,48,49,22,36,37.9
681,David Pastrnak\pastrda01,25,BOS,RW,68,38,33,71,11,20,9,24,14,0,9,23,10,0,302,12.6,1268,18:39,12,63,6,13,31.6
682,Greg Pateryn\patergr01,31,ANA,D,10,1,1,2,0,10,0.5,1,0,0,0,1,0,0,16,6.3,141,14:07,7,18,0,0,
683,Nolan Patrick\patrino01,23,VEG,C,25,2,5,7,1,6,0.4,2,0,0,0,4,1,0,34,5.9,288,11:30,3,26,83,89,48.3
684,Nick Paul\paulni01,26,TOT,LW,66,12,11,23,-17,24,1.3,10,2,0,1,10,0,1,143,8.4,1110,16:49,46,83,360,364,49.7
684,Nick Paul\paulni01,26,OTT,LW,59,11,7,18,-18,22,0.8,9,2,0,1,7,0,0,131,8.4,1025,17:22,41,67,333,346,49
684,Nick Paul\paulni01,26,TBL,LW,7,1,4,5,1,2,0.5,1,0,0,0,3,0,1,12,8.3,85,12:11,5,16,27,18,60
685,Joe Pavelski\paveljo01,37,DAL,C,68,25,43,68,11,14,7.6,14,11,0,2,34,9,0,188,13.3,1251,18:24,57,87,325,302,51.8
686,Chase Pearson\pearsch01,24,DET,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,7:40,0,3,1,0,100
687,Tanner Pearson\pearsta01,29,VAN,LW,66,13,20,33,7,30,3.1,12,1,0,2,18,2,0,155,8.4,1073,16:15,41,83,20,37,35.1
688,Matthew Peca\pecama01,28,STL,C,5,0,1,1,-1,0,0,0,0,0,0,1,0,0,3,0,48,9:38,1,3,5,7,41.7
689,Lane Pederson\pederla01,24,SJS,F,28,0,2,2,-15,10,-0.7,0,0,0,0,2,0,0,23,0,295,10:32,10,53,40,51,44
690,Andrew Peeke\peekean01,23,CBJ,D,69,1,13,14,-14,48,1.2,1,0,0,0,13,0,0,57,1.8,1470,21:18,141,159,0,0,
691,Adam Pelech\pelecad01,27,NYI,D,64,3,24,27,22,12,6.3,3,0,0,0,23,0,1,85,3.5,1364,21:19,104,86,0,0,
692,Cole Perfetti\perfeco01,20,WPG,C,18,2,5,7,1,0,0.5,2,0,0,1,4,1,0,21,9.5,255,14:09,2,17,0,3,0
693,Brendan Perlini\perlibr01,25,EDM,LW,23,4,1,5,-2,6,0.4,4,0,0,0,1,0,0,24,16.7,193,8:22,3,29,0,1,0
694,Jacob Perreault\perreja01,19,ANA,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,11,11:05,1,0,0,0,
695,Mathieu Perreault\perrema01,34,MTL,C,20,3,3,6,4,4,0.7,3,0,0,0,3,0,0,21,14.3,229,11:26,8,22,33,34,49.3
696,David Perron\perroda01,33,STL,LW,54,23,24,47,10,42,5.4,14,9,0,2,13,11,0,145,15.9,921,17:03,10,70,1,3,25
697,Corey Perry\perryco01,36,TBL,RW,68,16,17,33,6,57,3.4,12,4,0,3,16,1,0,126,12.7,917,13:29,24,62,0,2,0
698,Scott Perunovich\perunsc01,23,STL,D,19,0,6,6,2,8,0.9,0,0,0,0,3,3,0,14,0,294,15:27,12,5,0,0,
699,Brett Pesce\pescebr01,27,CAR,D,57,7,16,23,2,35,4.4,6,1,0,3,14,2,0,126,5.6,1244,21:49,78,34,0,0,
700,Nic Petan\petanni01,26,VAN,C,10,0,1,1,0,2,-0.1,0,0,0,0,1,0,0,8,0,99,9:53,2,4,12,27,30.8
701,John-Jason Peterka\peterjo01,20,BUF,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,16:08,2,1,0,0,
702,Jacob Peterson\peterja01,22,DAL,C,57,12,5,17,-1,10,1.8,12,0,0,5,4,1,0,77,15.6,644,11:18,21,18,54,48,52.9
703,Jeff Petry\petryje01,34,MTL,D,57,4,12,16,-10,30,2.3,4,0,0,0,10,1,1,92,4.3,1269,22:16,93,124,0,0,
704,Elias Pettersson\petteel01,23,VAN,C,68,22,27,49,-2,12,5,12,8,2,3,15,12,0,146,15.1,1246,18:19,38,40,212,273,43.7
705,Marcus Pettersson\pettema01,25,PIT,D,62,1,14,15,5,32,2.9,1,0,0,0,14,0,0,59,1.7,975,15:44,63,111,0,0,
706,Michael Pezzetta\pezzemi01,23,MTL,C,44,5,3,8,-7,68,0.5,5,0,0,0,3,0,0,40,12.5,341,7:45,7,132,5,5,50
707,Isaak Phillips\phillis01,20,CHI,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,4,0,49,12:20,1,3,0,0,
708,Alex Pietrangelo\pietral01,32,VEG,D,69,13,27,40,5,40,7,9,3,1,0,17,7,3,199,6.5,1719,24:55:00,144,60,0,0,
709,Garrett Pilon\pilonga01,23,WSH,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,19,9:25,0,2,8,10,44.4
710,Shane Pinto\pintosh01,21,OTT,C,5,0,1,1,0,2,0,0,0,0,0,0,1,0,5,0,65,12:57,1,0,17,35,32.7
711,Neal Pionk\pionkne01,26,WPG,D,65,3,27,30,8,40,4.8,2,1,0,1,18,9,0,123,2.4,1395,21:28,79,160,0,0,
712,Rem Pitlick\pitlire01,24,TOT,C,53,13,19,32,-1,20,3,12,0,1,1,18,1,0,54,24.1,771,14:33,26,20,46,55,45.5
712,Rem Pitlick\pitlire01,24,MTL,C,33,7,14,21,-2,8,1.8,6,0,1,0,13,1,0,41,17.1,577,17:29,21,13,43,54,44.3
712,Rem Pitlick\pitlire01,24,MIN,C,20,6,5,11,1,12,1.3,6,0,0,1,5,0,0,13,46.2,194,9:43,5,7,3,1,75
713,Tyler Pitlick\pitlity01,30,TOT,C,29,0,3,3,-4,2,-0.4,0,0,0,0,3,0,0,22,0,318,10:58,16,60,1,4,20
713,Tyler Pitlick\pitlity01,30,CGY,C,25,0,2,2,-5,2,-0.5,0,0,0,0,2,0,0,19,0,292,11:41,16,55,1,3,25
713,Tyler Pitlick\pitlity01,30,MTL,C,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0,26,6:28,0,5,0,1,0
714,Vasily Podkolzin\podkova01,20,VAN,RW,67,10,7,17,5,20,1.6,10,0,0,3,6,1,0,93,10.8,820,12:14,26,73,7,6,53.8
715,Ryan Poehling\poehlry01,23,MTL,C,46,5,8,13,-19,6,0.2,4,1,0,1,8,0,0,71,7,566,12:18,15,36,175,204,46.2
716,Austin Poganski\poganau01,25,WPG,RW,16,0,0,0,-3,7,-0.4,0,0,0,0,0,0,0,9,0,149,9:19,5,23,0,0,
717,Brayden Point\pointbr01,25,TBL,C,54,27,27,54,-3,27,6,18,9,0,4,17,10,0,152,17.8,1056,19:33,16,58,287,281,50.5
718,Tucker Poolman\poolmtu01,28,VAN,D,40,1,2,3,2,12,1.3,1,0,0,0,2,0,0,47,2.1,680,17:00,73,33,0,0,
719,Andrew Poturalski\poturan01,28,CAR,C,2,0,2,2,-1,0,0.1,0,0,0,0,0,2,0,4,0,20,10:09,1,0,3,4,42.9
720,Derrick Pouliot\poulide01,28,TOT,D,7,0,2,2,4,2,0.6,0,0,0,0,2,0,0,5,0,106,15:13,11,8,0,0,
720,Derrick Pouliot\poulide01,28,SEA,D,5,0,1,1,4,0,0.5,0,0,0,0,1,0,0,5,0,78,15:34,6,4,0,0,
720,Derrick Pouliot\poulide01,28,VEG,D,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,29,14:20,5,4,0,0,
721,Chase Priskie\priskch02,25,FLA,D,4,0,0,0,2,2,0.1,0,0,0,0,0,0,0,4,0,56,14:00,3,3,0,0,
722,Aliaksei Protas\protaal01,21,WSH,C,33,3,6,9,4,0,0.7,3,0,0,0,5,1,0,34,8.8,391,11:50,12,20,56,69,44.8
723,Ivan Provorov\provoiv01,25,PHI,D,66,7,16,23,-13,26,3.6,6,1,0,1,11,3,2,131,5.3,1638,24:49:00,135,56,0,0,
724,Ethan Prow\prowet01,29,BUF,D,4,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,2,50,51,12:44,3,2,0,0,
725,Jesse Puljujarvi\puljuje01,23,EDM,RW,56,13,21,34,21,20,3.7,9,4,0,1,18,3,0,139,9.4,915,16:20,12,69,0,0,
726,Ryan Pulock\pulocry01,27,NYI,D,43,3,13,16,3,2,3.2,3,0,0,0,10,2,1,82,3.7,893,20:46,109,65,0,0,
727,Valtteri Puustinen\puustva01,22,PIT,RW,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,1,0,10,10:14,0,1,0,0,
728,Mark Pysyk\pysykma01,30,BUF,D,65,2,9,11,-7,16,2,2,0,0,0,9,0,0,61,3.3,1167,17:57,84,41,0,0,
729,Jack Quinn\quinnja01,20,BUF,RW,2,1,1,2,0,0,0.3,0,1,0,0,1,0,0,6,16.7,30,14:53,1,0,0,0,
730,Darren Raddysh\raddyda01,25,TBL,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0,43,10:40,6,4,0,0,
731,Taylor Raddysh\raddyta01,23,TOT,RW,62,7,10,17,4,8,1.3,4,2,1,1,9,1,0,79,8.9,732,11:48,18,84,6,9,40
731,Taylor Raddysh\raddyta01,23,TBL,RW,53,5,7,12,5,8,0.8,4,0,1,1,6,1,0,61,8.2,586,11:03,17,62,6,9,40
731,Taylor Raddysh\raddyta01,23,CHI,RW,9,2,3,5,-1,0,0.4,0,2,0,0,3,0,0,18,11.1,146,16:14,1,22,0,0,
732,Alexander Radulov\radulal01,35,DAL,RW,61,4,17,21,-16,28,0.5,3,1,0,2,11,6,0,86,4.7,886,14:32,47,38,9,10,47.4
733,Michael Raffl\rafflmi01,33,DAL,LW,62,6,9,15,-12,14,0.3,6,0,0,1,7,0,2,81,7.4,898,14:29,28,104,12,8,60
734,Rickard Rakell\rakelri01,28,TOT,RW,58,19,14,33,-8,8,3.2,14,5,0,1,9,5,0,152,12.5,1048,18:04,40,73,35,43,44.9
734,Rickard Rakell\rakelri01,28,ANA,RW,51,16,12,28,-7,8,2.7,11,5,0,1,8,4,0,136,11.8,936,18:21,32,61,33,41,44.6
734,Rickard Rakell\rakelri01,28,PIT,RW,7,3,2,5,-1,0,0.5,3,0,0,0,1,1,0,16,18.8,113,16:06,8,12,2,2,50
735,Sampo Ranta\rantasa01,21,COL,LW,10,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,9,0,109,10:54,6,9,2,2,50
736,Mikko Rantanen\rantami01,25,COL,RW,66,35,47,82,32,54,9.9,19,16,0,2,31,16,0,233,15,1383,20:57,38,50,136,163,45.5
737,Victor Rask\raskvi01,28,TOT,C,34,6,9,15,6,2,1.5,6,0,0,0,9,0,0,37,16.2,386,11:21,3,12,87,85,50.6
737,Victor Rask\raskvi01,28,MIN,C,29,5,8,13,7,2,1.4,5,0,0,0,8,0,0,30,16.7,311,10:44,2,9,83,83,50
737,Victor Rask\raskvi01,28,SEA,C,5,1,1,2,-1,0,0.1,1,0,0,0,1,0,0,7,14.3,74,14:53,1,3,4,2,66.7
738,Adam Raska\raskaad01,20,SJS,RW,5,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,40,8:03,0,15,0,0,
739,Michael Rasmussen\rasmumi01,22,DET,C,67,10,11,21,-27,46,0.5,10,0,0,1,9,2,0,103,9.7,954,14:14,54,103,353,358,49.6
740,Isaac Ratcliffe\ratclis01,22,PHI,LW,10,1,3,4,-1,10,0.3,1,0,0,0,1,2,0,14,7.1,107,10:45,8,16,0,1,0
741,Jack Rathbone\rathbja01,22,VAN,D,9,0,0,0,-5,2,-0.2,0,0,0,0,0,0,0,10,0,124,13:49,8,5,0,0,
742,Kyle Rau\rauky01,29,MIN,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,44,8:49,0,6,1,1,50
743,Lucas Raymond\raymolu01,19,DET,LW,69,22,30,52,-19,16,4.5,17,5,0,2,18,12,0,159,13.8,1264,18:19,21,53,11,13,45.8
744,Ryan Reaves\reavery01,35,NYR,RW,60,3,8,11,-12,41,0,3,0,0,0,8,0,0,38,7.9,631,10:31,11,244,1,1,50
745,Scott Reedy\reedysc01,22,SJS,C,21,2,1,3,-6,2,0,1,1,0,1,1,0,0,17,11.8,243,11:33,19,6,36,56,39.1
746,Alec Regula\regulal01,21,CHI,D,6,0,0,0,1,2,0.2,0,0,0,0,0,0,0,2,0,96,16:03,5,9,0,0,
747,Kristian Reichel\reichkr01,23,WPG,F,13,1,1,2,-2,7,0,1,0,0,0,1,0,0,18,5.6,135,10:24,10,14,1,0,100
748,Lukas Reichel\reichlu01,19,CHI,LW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,8,0,71,14:11,1,0,14,27,34.1
749,Mike Reilly\reillmi01,28,BOS,D,59,4,11,15,4,20,3.3,3,0,1,0,9,2,0,112,3.6,1119,18:58,50,80,0,0,
750,Sam Reinhart\reinhsa01,26,FLA,C,66,24,41,65,24,13,6.9,14,10,0,4,27,12,2,163,14.7,1166,17:40,27,44,156,162,49.1
751,Sheldon Rempal\rempash01,26,VAN,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,9,9:11,0,0,0,0,
752,Dan Renouf\renouda01,27,DET,D,4,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,3,0,56,14:00,2,4,0,0,
753,Brad Richardson\richabr02,36,TOT,C,32,2,3,5,-4,29,0,2,0,0,0,3,0,0,22,9.1,326,10:11,15,47,105,70,60
753,Brad Richardson\richabr02,36,CGY,C,27,2,2,4,-2,27,0.1,2,0,0,0,2,0,0,19,10.5,268,9:56,9,40,80,56,58.8
753,Brad Richardson\richabr02,36,VAN,C,5,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,3,0,57,11:28,6,7,25,14,64.1
754,Morgan Rielly\riellmo01,27,TOR,D,68,9,49,58,11,32,8.1,7,2,0,3,27,19,3,186,4.8,1631,23:59,65,67,0,0,
755,Juuso Riikola\riikoju01,28,PIT,D,5,0,1,1,2,2,0.3,0,0,0,0,1,0,0,7,0,67,13:23,2,13,0,0,
756,Rasmus Ristolainen\ristora01,27,PHI,D,62,2,14,16,-11,36,2.3,2,0,0,0,13,1,0,93,2.2,1335,21:32,121,219,0,0,
757,Brett Ritchie\ritchbr01,28,CGY,RW,32,2,0,2,-3,29,-0.3,2,0,0,0,0,0,0,47,4.3,312,9:45,4,53,0,2,0
758,Nick Ritchie\ritchni01,26,TOT,LW,50,10,9,19,-4,41,1.6,9,1,0,0,6,3,0,82,12.2,616,12:19,20,133,0,4,0
758,Nick Ritchie\ritchni01,26,TOR,LW,33,2,7,9,-6,23,0.1,1,1,0,0,4,3,0,52,3.8,396,12:00,13,79,0,3,0
758,Nick Ritchie\ritchni01,26,ARI,LW,17,8,2,10,2,18,1.5,8,0,0,0,2,0,0,30,26.7,220,12:55,7,54,0,1,0
759,Jason Robertson\roberja01,22,DAL,LW,60,32,31,63,16,20,8.2,22,10,0,9,24,7,0,172,18.6,1081,18:01,20,41,0,0,
760,Nicholas Robertson\roberni01,20,TOR,LW,9,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,12,8.3,90,10:01,1,9,0,0,
761,Buddy Robinson\robinbu01,30,ANA,RW,30,1,5,6,2,19,0.4,1,0,0,0,5,0,0,36,2.8,273,9:05,10,52,0,5,0
762,Eric Robinson\robiner01,26,CBJ,LW,54,8,14,22,1,12,1.6,7,0,1,1,14,0,0,73,11,745,13:48,17,73,2,1,66.7
763,Evan Rodrigues\rodriev01,28,PIT,C,70,17,23,40,3,10,3.7,10,7,0,2,22,1,0,204,8.3,1163,16:37,28,75,169,186,47.6
764,Alexander Romanov\romanal01,22,MTL,D,66,3,9,12,-2,39,2.4,3,0,0,0,9,0,0,90,3.3,1324,20:04,120,204,0,0,
765,Kevin Rooney\rooneke01,28,NYR,C,51,6,5,11,0,14,0.6,6,0,0,1,5,0,0,60,10,713,13:59,40,62,147,180,45
766,Calle Rosen\rosenca01,27,STL,D,10,0,2,2,-2,4,0.1,0,0,0,0,2,0,0,7,0,137,13:45,10,3,0,0,
767,Jack Roslovic\rosloja01,25,CBJ,C,68,12,20,32,-1,8,2.6,11,1,0,1,18,2,0,98,12.2,897,13:12,20,48,290,371,43.9
768,Marco Rossi\rossima01,20,MIN,C,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0,31,15:35,1,1,7,15,31.8
769,Antoine Roussel\roussan01,32,ARI,LW,47,3,3,6,-17,55,-0.7,3,0,0,1,3,0,0,48,6.3,561,11:57,32,65,17,22,43.6
770,Carter Rowney\rowneca01,32,DET,RW,26,4,2,6,-4,0,0.4,4,0,0,0,1,0,1,15,26.7,277,10:40,20,36,74,91,44.8
771,Matt Roy\royma04,26,LAK,D,58,1,16,17,17,22,4.3,1,0,0,0,12,2,2,140,0.7,1213,20:54,87,104,0,0,
772,Nicolas Roy\royni01,24,VEG,C,67,13,20,33,8,47,3,12,1,0,3,16,3,1,128,10.2,1103,16:27,33,68,414,428,49.2
773,Kristians Rubins\rubinkr01,24,TOR,D,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,5,0,35,11:45,2,12,0,0,
774,Chad Ruhwedel\ruhwech01,31,PIT,D,66,3,7,10,1,12,2.4,3,0,0,0,7,0,0,73,4.1,1008,15:17,65,129,0,0,
775,Arttu Ruotsalainen\ruotsar01,24,BUF,F,18,2,2,4,-1,6,0.2,2,0,0,0,2,0,0,23,8.7,214,11:53,6,14,51,69,42.5
776,Kris Russell\russekr01,34,EDM,D,24,0,5,5,8,4,1.3,0,0,0,0,5,0,0,25,0,374,15:35,55,20,0,0,
777,Bryan Rust\rustbr01,29,PIT,RW,48,22,34,56,13,12,6.5,13,9,0,1,22,12,0,156,14.1,909,18:57,19,31,1,5,16.7
778,Jan Rutta\ruttaja02,31,TBL,D,64,2,12,14,16,42,3.6,2,0,0,0,12,0,0,72,2.8,1074,16:46,65,79,0,0,
779,Adam Ruzicka\ruzicad01,22,CGY,C,23,5,4,9,6,8,1.2,5,0,0,0,4,0,0,27,18.5,234,10:10,5,19,91,99,47.9
780,Derek Ryan\ryande01,35,EDM,C,63,8,10,18,-4,6,1.1,8,0,0,2,10,0,0,60,13.3,714,11:20,28,27,251,193,56.5
781,Jonas Røndbjerg\rondbjo01,22,VEG,RW,28,2,3,5,0,4,0.2,2,0,0,0,3,0,0,27,7.4,278,9:56,11,12,0,2,0
782,Brandon Saad\saadbr01,29,STL,LW,64,20,21,41,12,8,4.4,14,5,1,1,15,4,2,127,15.7,1048,16:23,15,19,7,9,43.8
783,Scott Sabourin\sabousc01,29,OTT,F,4,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,3,0,24,6:00,1,9,1,0,100
784,Robin Salo\saloro01,23,NYI,D,18,1,3,4,-4,4,0.6,1,0,0,0,2,1,0,22,4.5,307,17:03,19,5,0,0,
785,Dylan Samberg\sambedy01,23,WPG,D,6,0,2,2,-1,2,0.2,0,0,0,0,2,0,0,8,0,84,14:00,9,7,0,0,
786,Dmitri Samorukov\samordm01,22,EDM,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,2,2:28,0,0,0,0,
787,Mattias Samuelsson\samuema02,21,BUF,D,31,0,7,7,-3,12,1.1,0,0,0,0,7,0,0,30,0,603,19:28,49,67,0,0,
788,Linus Sandin\sandili01,25,PHI,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6:59,2,0,0,0,
789,Rasmus Sandin\sandira01,21,TOR,D,51,5,11,16,9,4,3.1,5,0,0,3,8,3,0,46,10.9,865,16:58,39,88,0,0,
790,Zach Sanford\sanfoza01,27,TOT,LW,69,9,10,19,-12,37,0.9,8,1,0,0,8,2,0,91,9.9,989,14:20,61,149,4,16,20
790,Zach Sanford\sanfoza01,27,OTT,LW,62,9,8,17,-13,37,0.9,8,1,0,0,6,2,0,85,10.6,880,14:11,55,131,4,14,22.2
790,Zach Sanford\sanfoza01,27,WPG,LW,7,0,2,2,1,0,0,0,0,0,0,2,0,0,6,0,109,15:37,6,18,0,2,0
791,Travis Sanheim\sanhetr01,25,PHI,D,67,6,20,26,6,22,5.1,6,0,0,1,20,0,0,101,5.9,1518,22:40,111,45,0,0,
792,David Savard\savarda01,31,MTL,D,49,3,10,13,-16,30,1.2,3,0,0,0,9,0,1,51,5.9,1020,20:49,106,113,0,0,
793,Marco Scandella\scandma01,31,STL,D,57,2,10,12,13,16,2.8,2,0,0,0,8,0,2,63,3.2,1016,17:49,61,82,0,0,
794,Colton Sceviour\scevico01,32,EDM,C,35,2,3,5,-6,26,-0.2,2,0,0,0,2,0,1,38,5.3,332,9:28,20,41,29,33,46.8
795,Mark Scheifele\scheima01,28,WPG,C,64,26,39,65,-19,23,5.8,19,7,0,3,27,12,0,151,17.2,1367,21:21,47,35,412,403,50.6
796,Brayden Schenn\schenbr01,30,STL,C,52,19,28,47,15,29,5.2,14,5,0,2,20,8,0,94,20.2,918,17:39,14,102,223,235,48.7
797,Luke Schenn\schenlu01,32,VAN,D,54,3,11,14,12,47,3.6,3,0,0,1,11,0,0,66,4.5,927,17:10,80,227,0,0,
798,Nick Schmaltz\schmani01,25,ARI,C,50,20,28,48,7,8,5.4,17,3,0,4,24,4,0,95,21.1,885,17:42,23,12,91,111,45
799,Nate Schmidt\schmina01,30,WPG,D,66,4,27,31,-1,10,4.3,3,1,0,1,16,10,1,97,4.1,1337,20:16,89,34,0,0,
800,Braden Schneider\schnebr01,20,NYR,D,31,2,6,8,3,4,1.8,2,0,0,0,5,1,0,21,9.5,481,15:32,44,46,0,0,
801,Corey Schueneman\schueco01,26,MTL,D,19,2,3,5,-1,8,0.9,2,0,0,0,2,1,0,25,8,312,16:24,30,14,0,0,
802,Justin Schultz\schulju01,31,WSH,D,61,2,13,15,-11,8,1.8,1,1,0,1,11,2,0,74,2.7,1040,17:03,66,30,0,0,
803,Jaden Schwartz\schwaja01,29,SEA,C,37,8,15,23,-13,14,1.6,7,1,0,0,12,3,0,101,7.9,683,18:27,13,42,17,18,48.6
804,Cole Schwindt\schwico01,20,FLA,RW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,9,9:27,0,5,2,3,40
805,Nick Seeler\seeleni01,28,PHI,D,43,1,2,3,-3,29,0.7,1,0,0,0,2,0,0,32,3.1,562,13:05,67,75,0,0,
806,Tyler Seguin\seguity01,30,DAL,C,67,19,22,41,-15,28,3.5,16,3,0,2,13,9,0,173,11,1190,17:46,23,85,375,300,55.6
807,Moritz Seider\seidemo01,20,DET,D,69,5,39,44,-6,30,5.7,3,2,0,3,20,17,2,149,3.4,1595,23:07,141,115,0,0,
808,Andrej Sekera\sekeran01,35,DAL,D,31,1,3,4,-2,16,0.9,1,0,0,0,3,0,0,22,4.5,424,13:40,24,14,0,0,
809,Kirill Semyonov\semyoki01,27,TOR,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,30,10:02,0,4,1,1,50
810,Brett Seney\seneybr01,25,TOR,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,7:01,2,3,0,5,0
811,Mikhail Sergachev\sergami01,23,TBL,D,64,6,27,33,12,46,5.9,5,1,0,1,21,5,1,123,4.9,1447,22:36,102,106,0,0,
812,Damon Severson\severda01,27,NJD,D,67,10,29,39,-20,51,4.9,5,5,0,0,18,10,1,142,7,1588,23:42,77,73,0,0,
813,Michael Sgarbossa\sgarbmi01,29,WSH,C,10,2,2,4,3,0,0.5,2,0,0,0,2,0,0,11,18.2,99,9:54,2,7,41,31,56.9
814,Yegor Sharangovich\sharaye01,23,NJD,C,63,19,20,39,-11,6,3.6,16,1,2,3,19,1,0,137,13.9,1032,16:23,24,29,81,121,40.1
815,Kevin Shattenkirk\shattke01,33,ANA,D,71,8,23,31,-7,32,5.2,7,1,0,1,11,12,0,145,5.5,1496,21:05,110,59,0,0,
816,Logan Shaw\shawlo01,30,OTT,RW,17,1,2,3,-3,2,0.1,1,0,0,0,2,0,0,17,5.9,159,9:23,5,11,58,57,50.4
817,Mason Shaw\shawma01,23,MIN,C,3,0,0,0,-2,5,-0.1,0,0,0,0,0,0,0,7,0,27,8:59,1,6,1,2,33.3
