,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH
376,Michael McLeod,NJD,"950,000","975,000",596.0,23.0,64.0,6.0,9.0,15.0,-16.0,44.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,1.0,72.0,8.3,882.0,28.0,117.0,530.0,398.0,57.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Mathieu Perreault,MTL,"950,000","950,000",695.0,34.0,20.0,3.0,3.0,6.0,4.0,4.0,0.7,3.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,14.3,229.0,8.0,22.0,33.0,34.0,49.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Zack MacEwen,PHI,"950,000","825,000",555.0,25.0,66.0,2.0,5.0,7.0,-14.0,101.0,-0.6,2.0,0.0,0.0,1.0,5.0,0.0,0.0,71.0,2.8,634.0,32.0,139.0,13.0,16.0,44.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Trent Frederic,BOS,"950,000","1,050,000",284.0,23.0,48.0,5.0,10.0,15.0,10.0,47.0,1.4,5.0,0.0,0.0,1.0,10.0,0.0,0.0,75.0,6.7,566.0,17.0,93.0,34.0,52.0,39.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Rem Pitlick,MTL,"917,831","917,831",712.0,24.0,35.333333333333336,8.666666666666666,12.666666666666666,21.333333333333332,-0.6666666666666666,13.333333333333334,2.033333333333333,8.0,0.0,0.6666666666666666,0.6666666666666666,12.0,0.6666666666666666,0.0,36.0,29.133333333333336,514.0,17.333333333333332,13.333333333333334,30.666666666666668,36.666666666666664,54.93333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
381,John Tavares,TOR,"910,000","11,000,000",889.0,31.0,67.0,24.0,41.0,65.0,-4.0,28.0,6.3,15.0,9.0,0.0,2.0,29.0,12.0,0.0,206.0,11.7,1208.0,36.0,71.0,686.0,444.0,60.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
382,Tyler Ennis,OTT,"900,000","900,000",248.0,32.0,57.0,8.0,16.0,24.0,-6.0,16.0,2.0,7.0,1.0,0.0,1.0,13.0,3.0,0.0,89.0,9.0,715.0,24.0,70.0,20.0,9.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Nick Bjugstad,MIN,"900,000","900,000",76.0,29.0,43.0,5.0,6.0,11.0,-4.0,12.0,0.5,5.0,0.0,0.0,0.0,6.0,0.0,0.0,62.0,8.1,419.0,12.0,67.0,99.0,78.0,55.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Jordie Benn,MIN,"900,000","900,000",61.0,34.0,29.0,1.0,3.0,4.0,-4.0,8.0,0.2,1.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,4.0,438.0,31.0,35.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Kurtis MacDermid,COL,"900,000","875,000",552.0,27.0,53.0,2.0,3.0,5.0,3.0,72.0,1.1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,4.7,395.0,22.0,96.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Alexander Barabanov,SJS,"900,000","1,000,000",37.0,27.0,60.0,10.0,27.0,37.0,2.0,14.0,3.3,8.0,2.0,0.0,1.0,21.0,6.0,0.0,88.0,11.4,1032.0,35.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Joel Kiviranta,DAL,"900,000","1,050,000",467.0,25.0,49.0,1.0,5.0,6.0,-7.0,10.0,-0.3,1.0,0.0,0.0,0.0,5.0,0.0,0.0,49.0,2.0,461.0,20.0,85.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Jordan Martinook,CAR,"900,000","1,800,000",578.0,29.0,46.0,3.0,7.0,10.0,2.0,16.0,0.5,3.0,0.0,0.0,1.0,7.0,0.0,0.0,54.0,5.6,515.0,10.0,62.0,12.0,16.0,42.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Mackenzie MacEachern,STL,"900,000","900,000",554.0,27.0,11.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,88.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Jeremy Lauzon,NSH,"900,000","850,000",514.0,24.0,39.333333333333336,1.3333333333333333,3.3333333333333335,4.666666666666667,-5.333333333333333,46.0,0.8666666666666667,1.3333333333333333,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,44.0,5.733333333333333,708.0,38.666666666666664,132.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
391,Henrik Borgström,CHI,"900,000","1,000,000",88.0,24.0,46.0,4.0,3.0,7.0,-12.0,20.0,-0.1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,38.0,10.5,502.0,18.0,22.0,82.0,122.0,40.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Caleb Jones,CHI,"900,000","850,000",426.0,24.0,45.0,4.0,9.0,13.0,2.0,14.0,2.8,4.0,0.0,0.0,1.0,8.0,1.0,0.0,47.0,8.5,750.0,52.0,71.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Mason Appleton,WPG,"900,000","900,000",19.0,26.0,37.333333333333336,4.666666666666667,7.333333333333333,12.0,-1.3333333333333333,17.333333333333332,0.7999999999999999,4.666666666666667,0.0,0.0,1.3333333333333333,7.333333333333333,0.0,0.0,51.333333333333336,9.666666666666666,537.6666666666666,10.0,33.333333333333336,4.666666666666667,8.666666666666666,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
394,Mark Pysyk,BUF,"900,000","900,000",728.0,30.0,65.0,2.0,9.0,11.0,-7.0,16.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,61.0,3.3,1167.0,84.0,41.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Keith Yandle,PHI,"900,000","900,000",962.0,35.0,67.0,1.0,14.0,15.0,-39.0,10.0,-0.3,0.0,1.0,0.0,0.0,5.0,9.0,0.0,96.0,1.0,961.0,35.0,25.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Connor Clifton,BOS,"900,000","1,000,000",156.0,26.0,49.0,2.0,6.0,8.0,-3.0,30.0,1.6,2.0,0.0,0.0,0.0,6.0,0.0,0.0,65.0,3.1,789.0,51.0,127.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Brett Ritchie,CGY,"900,000","900,000",757.0,28.0,32.0,2.0,0.0,2.0,-3.0,29.0,-0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.3,312.0,4.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Brett Howden,VEG,"885,000","885,000",393.0,23.0,47.0,9.0,11.0,20.0,9.0,12.0,2.4,9.0,0.0,0.0,2.0,9.0,0.0,2.0,39.0,23.1,501.0,36.0,62.0,140.0,151.0,48.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
399,Sam Steel,ANA,"874,125","874,125",858.0,23.0,58.0,6.0,11.0,17.0,-11.0,14.0,0.8,6.0,0.0,0.0,1.0,8.0,3.0,0.0,62.0,9.7,726.0,26.0,32.0,178.0,166.0,51.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Isac Lundestrom,ANA,"874,125","874,125",546.0,22.0,69.0,16.0,13.0,29.0,0.0,8.0,2.8,12.0,0.0,4.0,3.0,13.0,0.0,0.0,75.0,21.3,1074.0,50.0,31.0,354.0,428.0,45.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Lias Andersson,LAK,"874,125","874,125",15.0,23.0,18.0,0.0,1.0,1.0,-6.0,12.0,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,196.0,2.0,21.0,18.0,22.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Libor Hajek,NYR,"874,125","874,125",345.0,23.0,16.0,0.0,1.0,1.0,-7.0,8.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,202.0,24.0,7.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Phil Kessel,ARI,"850,000","6,800,000",462.0,34.0,69.0,7.0,36.0,43.0,-14.0,38.0,2.4,5.0,2.0,0.0,0.0,26.0,10.0,0.0,142.0,4.9,1152.0,20.0,6.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Kyle Capobianco,ARI,"850,000","775,000",123.0,24.0,33.0,2.0,3.0,5.0,-3.0,26.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,33.0,6.1,519.0,36.0,25.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Sam Gagner,DET,"850,000","850,000",291.0,32.0,68.0,8.0,16.0,24.0,-7.0,28.0,1.4,8.0,0.0,0.0,0.0,15.0,1.0,0.0,111.0,7.2,901.0,22.0,15.0,130.0,134.0,49.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Joshua Norris,OTT,"832,500","925,000",650.0,22.0,52.0,30.0,13.0,43.0,-9.0,12.0,5.6,15.0,15.0,0.0,8.0,10.0,3.0,0.0,134.0,22.4,956.0,39.0,64.0,420.0,403.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Tim Stützle,OTT,"832,500","925,000",875.0,20.0,67.0,14.0,28.0,42.0,-27.0,35.0,2.9,10.0,4.0,0.0,3.0,13.0,15.0,0.0,140.0,10.0,1214.0,42.0,107.0,145.0,231.0,38.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Erik Brannstrom,OTT,"832,500","863,333",96.0,22.0,39.0,0.0,8.0,8.0,-18.0,24.0,0.5,0.0,0.0,0.0,0.0,3.0,5.0,0.0,66.0,0.0,757.0,37.0,33.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Jesper Boqvist,NJD,"832,500","925,000",86.0,23.0,43.0,6.0,10.0,16.0,-6.0,8.0,1.1,6.0,0.0,0.0,0.0,10.0,0.0,0.0,54.0,11.1,535.0,13.0,25.0,120.0,211.0,36.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Jack Hughes,NJD,"832,500","925,000",396.0,20.0,49.0,26.0,30.0,56.0,-16.0,0.0,5.9,20.0,6.0,0.0,2.0,22.0,8.0,0.0,165.0,15.8,959.0,15.0,6.0,122.0,231.0,34.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Dawson Mercer,NJD,"832,500","894,167",605.0,20.0,69.0,16.0,24.0,40.0,-8.0,24.0,3.3,13.0,2.0,1.0,2.0,20.0,3.0,1.0,130.0,12.3,1139.0,30.0,21.0,179.0,328.0,35.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Ty Smith,NJD,"832,500","863,333",842.0,21.0,56.0,3.0,14.0,17.0,-20.0,14.0,1.4,3.0,0.0,0.0,0.0,10.0,4.0,0.0,62.0,4.8,961.0,58.0,33.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Barrett Hayton,ARI,"832,500","894,167",367.0,21.0,47.0,7.0,10.0,17.0,-2.0,12.0,1.0,6.0,1.0,0.0,1.0,8.0,2.0,0.0,54.0,13.0,734.0,27.0,64.0,322.0,338.0,48.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Jesse Ylönen,MTL,"832,500","880,833",963.0,22.0,11.0,2.0,3.0,5.0,4.0,2.0,0.6,2.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,22.2,126.0,4.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Cole Caufield,MTL,"832,500","880,833",136.0,21.0,54.0,15.0,19.0,34.0,-18.0,8.0,2.8,11.0,4.0,0.0,2.0,11.0,8.0,0.0,146.0,10.3,886.0,6.0,17.0,5.0,3.0,62.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Nick Suzuki,MTL,"832,500","863,333",882.0,22.0,69.0,18.0,33.0,51.0,-22.0,24.0,3.7,9.0,8.0,1.0,4.0,20.0,11.0,2.0,165.0,10.9,1417.0,52.0,84.0,596.0,624.0,48.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Justin Barron,MTL,"832,500","925,000",43.0,20.0,4.0,0.0,0.6666666666666666,0.6666666666666666,-1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,5.333333333333333,0.0,68.66666666666667,3.3333333333333335,3.3333333333333335,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
418,Alexander Romanov,MTL,"832,500","894,167",764.0,22.0,66.0,3.0,9.0,12.0,-2.0,39.0,2.4,3.0,0.0,0.0,0.0,9.0,0.0,0.0,90.0,3.3,1324.0,120.0,204.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Alex Newhook,COL,"832,500","908,333",642.0,21.0,59.0,12.0,13.0,25.0,6.0,12.0,2.3,9.0,3.0,0.0,4.0,11.0,2.0,0.0,99.0,12.1,808.0,25.0,33.0,124.0,240.0,34.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,John Leonard,SJS,"832,500","925,000",522.0,23.0,13.0,1.0,1.0,2.0,-5.0,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0,152.0,7.0,13.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Jonah Gadjovich,SJS,"832,500","783,333",290.0,23.0,40.0,1.0,2.0,3.0,-9.0,69.0,-0.4,1.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,3.1,348.0,12.0,96.0,1.0,2.0,33.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Mario Ferraro,SJS,"832,500","925,000",263.0,23.0,49.0,2.0,10.0,12.0,-9.0,10.0,2.5,2.0,0.0,0.0,1.0,10.0,0.0,0.0,38.0,5.3,1141.0,128.0,105.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Ryan Merkley,SJS,"832,500","863,333",607.0,21.0,28.0,1.0,4.0,5.0,-4.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,26.0,3.8,439.0,14.0,11.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
